,date,event_name,digital_button,photoresistor,temperature,humidity
372,November 19 2019 at 03:16AM,esp8266_readings,1,1024,19.10,48.00
373,November 19 2019 at 03:17AM,esp8266_readings,1,1024,19.10,48.00
374,November 19 2019 at 03:18AM,esp8266_readings,1,1024,19.10,48.00
375,November 19 2019 at 03:19AM,esp8266_readings,1,1024,19.10,48.00
376,November 19 2019 at 03:20AM,esp8266_readings,1,1024,19.10,48.00
377,November 19 2019 at 03:21AM,esp8266_readings,1,1024,19.10,48.00
378,November 19 2019 at 03:22AM,esp8266_readings,1,1024,19.10,48.00
379,November 19 2019 at 03:23AM,esp8266_readings,1,1024,19.10,48.00
380,November 19 2019 at 03:24AM,esp8266_readings,1,1024,19.10,48.00
381,November 19 2019 at 03:25AM,esp8266_readings,1,1024,19.10,48.00
382,November 19 2019 at 03:26AM,esp8266_readings,1,1024,19.10,48.00
383,November 19 2019 at 03:27AM,esp8266_readings,1,1024,19.10,48.00
384,November 19 2019 at 03:28AM,esp8266_readings,1,1024,19.00,48.00
385,November 19 2019 at 03:29AM,esp8266_readings,1,1024,19.00,48.00
386,November 19 2019 at 03:30AM,esp8266_readings,1,1024,19.10,48.00
387,November 19 2019 at 03:31AM,esp8266_readings,1,1024,19.10,48.00
388,November 19 2019 at 03:32AM,esp8266_readings,1,1024,19.10,48.00
389,November 19 2019 at 03:33AM,esp8266_readings,1,1024,19.00,48.00
390,November 19 2019 at 03:34AM,esp8266_readings,1,1024,19.10,48.00
391,November 19 2019 at 03:35AM,esp8266_readings,1,1024,19.10,48.00
392,November 19 2019 at 03:36AM,esp8266_readings,1,1024,19.10,48.00
393,November 19 2019 at 03:37AM,esp8266_readings,1,1024,19.00,48.00
394,November 19 2019 at 03:38AM,esp8266_readings,1,1024,19.10,48.00
395,November 19 2019 at 03:39AM,esp8266_readings,1,1024,19.10,48.00
396,November 19 2019 at 03:40AM,esp8266_readings,1,1024,19.00,48.00
397,November 19 2019 at 03:41AM,esp8266_readings,1,1024,19.10,48.00
398,November 19 2019 at 03:42AM,esp8266_readings,1,1024,19.00,48.00
399,November 19 2019 at 03:43AM,esp8266_readings,1,1024,19.00,48.00
400,November 19 2019 at 03:44AM,esp8266_readings,1,1024,19.00,48.00
401,November 19 2019 at 03:45AM,esp8266_readings,1,1024,19.00,48.00
402,November 19 2019 at 03:46AM,esp8266_readings,1,1024,19.00,48.00
403,November 19 2019 at 03:47AM,esp8266_readings,1,1024,19.00,49.00
404,November 19 2019 at 03:48AM,esp8266_readings,1,1024,19.00,48.00
405,November 19 2019 at 03:49AM,esp8266_readings,1,1024,19.00,49.00
406,November 19 2019 at 03:50AM,esp8266_readings,1,1024,19.00,49.00
407,November 19 2019 at 03:51AM,esp8266_readings,1,1024,19.10,49.00
408,November 19 2019 at 03:52AM,esp8266_readings,1,1024,19.10,49.00
409,November 19 2019 at 03:53AM,esp8266_readings,1,1024,19.10,49.00
410,November 19 2019 at 03:54AM,esp8266_readings,1,1024,19.00,49.00
411,November 19 2019 at 03:55AM,esp8266_readings,1,1024,19.10,49.00
412,November 19 2019 at 03:56AM,esp8266_readings,1,1024,19.00,49.00
413,November 19 2019 at 03:57AM,esp8266_readings,1,1024,19.10,49.00
414,November 19 2019 at 03:58AM,esp8266_readings,1,1024,19.00,49.00
415,November 19 2019 at 03:59AM,esp8266_readings,1,1024,19.00,49.00
416,November 19 2019 at 04:00AM,esp8266_readings,1,1024,19.00,49.00
417,November 19 2019 at 04:01AM,esp8266_readings,1,1024,19.00,49.00
418,November 19 2019 at 04:02AM,esp8266_readings,1,1024,19.00,49.00
419,November 19 2019 at 04:03AM,esp8266_readings,1,1024,19.00,49.00
420,November 19 2019 at 04:04AM,esp8266_readings,1,1024,19.00,48.00
421,November 19 2019 at 04:05AM,esp8266_readings,1,1024,19.00,48.00
422,November 19 2019 at 04:06AM,esp8266_readings,1,1024,19.00,48.00
423,November 19 2019 at 04:07AM,esp8266_readings,1,1024,19.00,48.00
424,November 19 2019 at 04:08AM,esp8266_readings,1,1024,19.00,48.00
425,November 19 2019 at 04:09AM,esp8266_readings,1,1024,19.00,49.00
426,November 19 2019 at 04:10AM,esp8266_readings,1,1024,19.00,48.00
427,November 19 2019 at 04:11AM,esp8266_readings,1,1024,19.00,48.00
428,November 19 2019 at 04:12AM,esp8266_readings,1,1024,19.00,49.00
429,November 19 2019 at 04:13AM,esp8266_readings,1,1024,19.00,48.00
430,November 19 2019 at 04:14AM,esp8266_readings,1,1024,19.00,48.00
431,November 19 2019 at 04:15AM,esp8266_readings,1,1024,19.00,48.00
432,November 19 2019 at 04:16AM,esp8266_readings,1,1024,19.00,48.00
433,November 19 2019 at 04:17AM,esp8266_readings,1,1024,19.00,48.00
434,November 19 2019 at 04:18AM,esp8266_readings,1,1024,19.00,48.00
435,November 19 2019 at 04:19AM,esp8266_readings,1,1024,19.00,48.00
436,November 19 2019 at 04:20AM,esp8266_readings,1,1024,19.00,48.00
437,November 19 2019 at 04:21AM,esp8266_readings,1,1024,19.00,48.00
438,November 19 2019 at 04:22AM,esp8266_readings,1,1024,19.00,48.00
439,November 19 2019 at 04:23AM,esp8266_readings,1,1024,19.00,48.00
440,November 19 2019 at 04:24AM,esp8266_readings,1,1024,19.00,48.00
441,November 19 2019 at 04:25AM,esp8266_readings,1,1024,19.00,48.00
442,November 19 2019 at 04:26AM,esp8266_readings,1,1024,19.00,48.00
443,November 19 2019 at 04:27AM,esp8266_readings,1,1024,19.00,48.00
444,November 19 2019 at 04:28AM,esp8266_readings,1,1024,19.00,48.00
445,November 19 2019 at 04:29AM,esp8266_readings,1,1024,19.00,48.00
446,November 19 2019 at 04:30AM,esp8266_readings,1,1024,19.00,48.00
447,November 19 2019 at 04:31AM,esp8266_readings,1,1024,19.00,48.00
448,November 19 2019 at 04:32AM,esp8266_readings,1,1024,19.00,48.00
449,November 19 2019 at 04:33AM,esp8266_readings,1,1024,19.00,49.00
450,November 19 2019 at 04:34AM,esp8266_readings,1,1024,19.00,48.00
451,November 19 2019 at 04:35AM,esp8266_readings,1,1024,19.00,48.00
452,November 19 2019 at 04:36AM,esp8266_readings,1,1024,19.00,48.00
453,November 19 2019 at 04:37AM,esp8266_readings,1,1024,19.00,48.00
454,November 19 2019 at 04:38AM,esp8266_readings,1,1024,19.00,48.00
455,November 19 2019 at 04:39AM,esp8266_readings,1,1024,19.00,48.00
456,November 19 2019 at 04:40AM,esp8266_readings,1,1024,19.00,48.00
457,November 19 2019 at 04:41AM,esp8266_readings,1,1024,19.00,49.00
458,November 19 2019 at 04:42AM,esp8266_readings,1,1024,19.00,49.00
459,November 19 2019 at 04:43AM,esp8266_readings,1,1024,19.00,49.00
460,November 19 2019 at 04:44AM,esp8266_readings,1,1024,19.00,49.00
461,November 19 2019 at 04:45AM,esp8266_readings,1,1024,19.00,48.00
462,November 19 2019 at 04:46AM,esp8266_readings,1,1024,19.00,48.00
463,November 19 2019 at 04:47AM,esp8266_readings,1,1024,19.00,48.00
464,November 19 2019 at 04:48AM,esp8266_readings,1,1024,19.00,48.00
465,November 19 2019 at 04:49AM,esp8266_readings,1,1024,19.00,48.00
466,November 19 2019 at 04:50AM,esp8266_readings,1,1024,19.00,48.00
467,November 19 2019 at 04:51AM,esp8266_readings,1,1024,19.00,48.00
468,November 19 2019 at 04:52AM,esp8266_readings,1,1024,19.00,48.00
469,November 19 2019 at 04:53AM,esp8266_readings,1,1024,19.00,48.00
470,November 19 2019 at 04:54AM,esp8266_readings,1,1024,19.00,48.00
471,November 19 2019 at 04:55AM,esp8266_readings,1,1024,19.00,48.00
472,November 19 2019 at 04:56AM,esp8266_readings,1,1024,19.00,48.00
473,November 19 2019 at 04:57AM,esp8266_readings,1,1024,19.00,48.00
474,November 19 2019 at 04:58AM,esp8266_readings,1,1024,19.00,48.00
475,November 19 2019 at 04:59AM,esp8266_readings,1,1024,19.00,48.00
476,November 19 2019 at 05:00AM,esp8266_readings,1,1024,19.00,48.00
477,November 19 2019 at 05:01AM,esp8266_readings,1,1024,19.00,48.00
478,November 19 2019 at 05:02AM,esp8266_readings,1,1024,19.00,48.00
479,November 19 2019 at 05:03AM,esp8266_readings,1,1024,19.00,48.00
480,November 19 2019 at 05:04AM,esp8266_readings,1,1024,19.00,48.00
481,November 19 2019 at 05:05AM,esp8266_readings,1,1024,19.00,48.00
482,November 19 2019 at 05:06AM,esp8266_readings,1,1024,19.00,48.00
483,November 19 2019 at 05:07AM,esp8266_readings,1,1024,19.00,49.00
484,November 19 2019 at 05:08AM,esp8266_readings,1,1024,19.00,48.00
485,November 19 2019 at 05:09AM,esp8266_readings,1,1024,19.00,48.00
486,November 19 2019 at 05:10AM,esp8266_readings,1,1024,19.00,48.00
487,November 19 2019 at 05:11AM,esp8266_readings,1,1024,19.00,49.00
488,November 19 2019 at 05:12AM,esp8266_readings,1,1024,19.00,49.00
489,November 19 2019 at 05:13AM,esp8266_readings,1,1024,19.00,48.00
490,November 19 2019 at 05:14AM,esp8266_readings,1,1024,19.00,48.00
491,November 19 2019 at 05:15AM,esp8266_readings,1,1024,19.00,49.00
492,November 19 2019 at 05:16AM,esp8266_readings,1,1024,19.00,48.00
493,November 19 2019 at 05:17AM,esp8266_readings,1,1024,19.00,48.00
494,November 19 2019 at 05:18AM,esp8266_readings,1,1024,19.00,48.00
495,November 19 2019 at 05:19AM,esp8266_readings,1,1024,19.00,48.00
496,November 19 2019 at 05:20AM,esp8266_readings,1,1024,19.00,48.00
497,November 19 2019 at 05:21AM,esp8266_readings,1,1024,19.00,48.00
498,November 19 2019 at 05:22AM,esp8266_readings,1,1024,19.00,48.00
499,November 19 2019 at 05:23AM,esp8266_readings,1,1024,19.00,48.00
500,November 19 2019 at 05:24AM,esp8266_readings,1,1024,19.00,48.00
501,November 19 2019 at 05:25AM,esp8266_readings,1,1024,19.00,48.00
502,November 19 2019 at 05:26AM,esp8266_readings,1,1024,19.00,48.00
503,November 19 2019 at 05:27AM,esp8266_readings,1,1024,19.00,48.00
504,November 19 2019 at 05:28AM,esp8266_readings,1,1024,19.00,48.00
505,November 19 2019 at 05:29AM,esp8266_readings,1,1024,19.00,48.00
506,November 19 2019 at 05:30AM,esp8266_readings,1,1024,19.00,48.00
507,November 19 2019 at 05:31AM,esp8266_readings,1,1024,19.00,48.00
508,November 19 2019 at 05:32AM,esp8266_readings,1,1024,19.00,48.00
509,November 19 2019 at 05:33AM,esp8266_readings,1,1024,19.00,48.00
510,November 19 2019 at 05:34AM,esp8266_readings,1,1024,19.00,48.00
511,November 19 2019 at 05:35AM,esp8266_readings,1,1024,19.00,48.00
512,November 19 2019 at 05:36AM,esp8266_readings,1,1024,19.00,48.00
513,November 19 2019 at 05:37AM,esp8266_readings,1,1024,19.00,48.00
514,November 19 2019 at 05:38AM,esp8266_readings,1,1024,19.00,48.00
515,November 19 2019 at 05:39AM,esp8266_readings,1,1024,19.00,48.00
516,November 19 2019 at 05:40AM,esp8266_readings,1,1024,19.00,48.00
517,November 19 2019 at 05:41AM,esp8266_readings,1,1024,19.00,48.00
518,November 19 2019 at 05:42AM,esp8266_readings,1,1024,19.00,48.00
519,November 19 2019 at 05:43AM,esp8266_readings,1,1024,19.00,48.00
520,November 19 2019 at 05:44AM,esp8266_readings,1,1024,19.00,48.00
521,November 19 2019 at 05:45AM,esp8266_readings,1,1024,19.00,48.00
522,November 19 2019 at 05:46AM,esp8266_readings,1,1024,19.00,48.00
523,November 19 2019 at 05:47AM,esp8266_readings,1,1024,19.00,48.00
524,November 19 2019 at 05:48AM,esp8266_readings,1,1024,19.00,48.00
525,November 19 2019 at 05:49AM,esp8266_readings,1,1024,19.00,49.00
526,November 19 2019 at 05:50AM,esp8266_readings,1,1024,19.00,49.00
527,November 19 2019 at 05:51AM,esp8266_readings,1,1024,19.00,48.00
528,November 19 2019 at 05:52AM,esp8266_readings,1,1024,19.00,48.00
529,November 19 2019 at 05:53AM,esp8266_readings,1,1024,19.00,48.00
530,November 19 2019 at 05:54AM,esp8266_readings,1,1024,19.00,48.00
531,November 19 2019 at 05:55AM,esp8266_readings,1,1024,19.00,48.00
532,November 19 2019 at 05:56AM,esp8266_readings,1,1024,19.00,48.00
533,November 19 2019 at 05:57AM,esp8266_readings,1,1024,19.00,48.00
534,November 19 2019 at 05:58AM,esp8266_readings,1,1024,19.00,48.00
535,November 19 2019 at 05:59AM,esp8266_readings,1,1024,19.00,48.00
536,November 19 2019 at 06:00AM,esp8266_readings,1,1024,19.00,48.00
537,November 19 2019 at 06:01AM,esp8266_readings,1,1024,19.00,48.00
538,November 19 2019 at 06:02AM,esp8266_readings,1,1024,19.00,48.00
539,November 19 2019 at 06:03AM,esp8266_readings,1,1024,19.00,48.00
540,November 19 2019 at 06:04AM,esp8266_readings,1,1024,19.00,48.00
541,November 19 2019 at 06:05AM,esp8266_readings,1,1024,19.00,48.00
542,November 19 2019 at 06:06AM,esp8266_readings,1,1024,19.00,48.00
543,November 19 2019 at 06:07AM,esp8266_readings,1,1024,19.00,48.00
544,November 19 2019 at 06:08AM,esp8266_readings,1,1024,19.00,48.00
545,November 19 2019 at 06:09AM,esp8266_readings,1,1024,19.00,48.00
546,November 19 2019 at 06:10AM,esp8266_readings,1,1024,19.00,48.00
547,November 19 2019 at 06:11AM,esp8266_readings,1,1024,19.00,48.00
548,November 19 2019 at 06:12AM,esp8266_readings,1,1024,19.00,48.00
549,November 19 2019 at 06:13AM,esp8266_readings,1,1024,19.00,48.00
550,November 19 2019 at 06:14AM,esp8266_readings,1,1024,19.00,48.00
551,November 19 2019 at 06:15AM,esp8266_readings,1,1024,19.00,48.00
552,November 19 2019 at 06:16AM,esp8266_readings,1,1024,19.00,48.00
553,November 19 2019 at 06:17AM,esp8266_readings,1,1024,19.00,48.00
554,November 19 2019 at 06:18AM,esp8266_readings,1,1024,19.00,48.00
555,November 19 2019 at 06:19AM,esp8266_readings,1,1024,19.00,48.00
556,November 19 2019 at 06:20AM,esp8266_readings,1,1024,19.00,48.00
557,November 19 2019 at 06:21AM,esp8266_readings,1,1024,19.00,48.00
558,November 19 2019 at 06:22AM,esp8266_readings,1,1024,19.00,48.00
559,November 19 2019 at 06:23AM,esp8266_readings,1,1024,19.00,48.00
560,November 19 2019 at 06:24AM,esp8266_readings,1,1024,19.00,48.00
561,November 19 2019 at 06:25AM,esp8266_readings,1,1024,19.00,48.00
562,November 19 2019 at 06:26AM,esp8266_readings,1,1024,19.00,48.00
563,November 19 2019 at 06:27AM,esp8266_readings,1,1024,19.00,48.00
564,November 19 2019 at 06:28AM,esp8266_readings,1,1024,19.00,48.00
565,November 19 2019 at 06:29AM,esp8266_readings,1,1024,19.00,48.00
566,November 19 2019 at 06:30AM,esp8266_readings,1,1024,19.00,48.00
567,November 19 2019 at 06:31AM,esp8266_readings,1,1024,19.00,48.00
568,November 19 2019 at 06:32AM,esp8266_readings,1,1024,19.00,48.00
569,November 19 2019 at 06:33AM,esp8266_readings,1,1024,19.00,48.00
570,November 19 2019 at 06:34AM,esp8266_readings,1,1024,19.00,48.00
571,November 19 2019 at 06:35AM,esp8266_readings,1,1024,19.00,48.00
572,November 19 2019 at 06:36AM,esp8266_readings,1,1024,19.00,48.00
573,November 19 2019 at 06:37AM,esp8266_readings,1,1024,19.00,48.00
574,November 19 2019 at 06:38AM,esp8266_readings,1,1024,19.00,48.00
575,November 19 2019 at 06:39AM,esp8266_readings,1,1024,19.00,48.00
576,November 19 2019 at 06:40AM,esp8266_readings,1,1024,19.00,48.00
577,November 19 2019 at 06:41AM,esp8266_readings,1,1024,19.00,48.00
578,November 19 2019 at 06:42AM,esp8266_readings,1,1024,19.00,48.00
579,November 19 2019 at 06:43AM,esp8266_readings,1,1024,19.00,48.00
580,November 19 2019 at 06:44AM,esp8266_readings,1,1024,19.00,48.00
581,November 19 2019 at 06:45AM,esp8266_readings,1,1024,19.00,48.00
582,November 19 2019 at 06:46AM,esp8266_readings,1,1024,19.00,48.00
583,November 19 2019 at 06:47AM,esp8266_readings,1,1024,19.00,48.00
584,November 19 2019 at 06:48AM,esp8266_readings,1,1024,19.00,48.00
585,November 19 2019 at 06:49AM,esp8266_readings,1,1024,19.00,48.00
586,November 19 2019 at 06:50AM,esp8266_readings,1,1024,19.00,48.00
587,November 19 2019 at 06:51AM,esp8266_readings,1,1024,19.00,48.00
588,November 19 2019 at 06:52AM,esp8266_readings,1,1024,19.00,48.00
589,November 19 2019 at 06:53AM,esp8266_readings,1,1024,19.00,48.00
590,November 19 2019 at 06:54AM,esp8266_readings,1,1024,19.00,48.00
591,November 19 2019 at 06:55AM,esp8266_readings,1,1024,19.00,48.00
592,November 19 2019 at 06:56AM,esp8266_readings,1,1024,19.00,48.00
593,November 19 2019 at 06:57AM,esp8266_readings,1,1024,19.00,48.00
594,November 19 2019 at 07:02AM,esp8266_readings,1,1024,19.00,48.00
595,November 19 2019 at 07:03AM,esp8266_readings,1,1024,19.00,48.00
596,November 19 2019 at 07:04AM,esp8266_readings,1,1024,19.00,48.00
597,November 19 2019 at 07:05AM,esp8266_readings,1,1024,19.00,48.00
598,November 19 2019 at 07:06AM,esp8266_readings,1,1024,19.00,48.00
599,November 19 2019 at 07:07AM,esp8266_readings,1,1024,19.00,48.00
600,November 19 2019 at 07:08AM,esp8266_readings,1,1024,19.00,48.00
601,November 19 2019 at 07:09AM,esp8266_readings,1,1024,19.00,48.00
602,November 19 2019 at 07:10AM,esp8266_readings,1,1024,19.00,48.00
603,November 19 2019 at 07:11AM,esp8266_readings,1,1024,19.00,48.00
604,November 19 2019 at 07:12AM,esp8266_readings,1,1024,19.00,48.00
605,November 19 2019 at 07:13AM,esp8266_readings,1,1024,19.00,48.00
606,November 19 2019 at 07:14AM,esp8266_readings,1,1024,19.00,48.00
607,November 19 2019 at 07:15AM,esp8266_readings,1,1024,19.00,48.00
608,November 19 2019 at 07:16AM,esp8266_readings,1,1024,19.00,48.00
609,November 19 2019 at 07:17AM,esp8266_readings,1,1024,19.00,48.00
610,November 19 2019 at 07:18AM,esp8266_readings,1,1024,19.00,48.00
611,November 19 2019 at 07:19AM,esp8266_readings,1,1024,19.00,48.00
612,November 19 2019 at 07:20AM,esp8266_readings,1,1024,19.00,48.00
613,November 19 2019 at 07:21AM,esp8266_readings,1,1024,19.00,48.00
614,November 19 2019 at 07:22AM,esp8266_readings,1,1024,19.00,48.00
615,November 19 2019 at 07:23AM,esp8266_readings,1,1024,19.00,48.00
616,November 19 2019 at 07:24AM,esp8266_readings,1,1024,19.00,48.00
617,November 19 2019 at 07:25AM,esp8266_readings,1,1024,19.00,48.00
618,November 19 2019 at 07:26AM,esp8266_readings,1,1024,19.00,48.00
619,November 19 2019 at 07:27AM,esp8266_readings,1,1024,19.00,48.00
620,November 19 2019 at 07:28AM,esp8266_readings,1,1024,19.00,48.00
621,November 19 2019 at 07:29AM,esp8266_readings,1,1024,19.00,48.00
622,November 19 2019 at 07:30AM,esp8266_readings,1,1024,19.00,48.00
623,November 19 2019 at 07:31AM,esp8266_readings,1,1024,19.00,48.00
624,November 19 2019 at 07:32AM,esp8266_readings,1,1024,19.00,48.00
625,November 19 2019 at 07:33AM,esp8266_readings,1,1024,19.00,48.00
626,November 19 2019 at 07:34AM,esp8266_readings,1,1024,19.00,48.00
627,November 19 2019 at 07:35AM,esp8266_readings,1,1024,19.00,48.00
628,November 19 2019 at 07:36AM,esp8266_readings,1,1024,19.00,48.00
629,November 19 2019 at 07:37AM,esp8266_readings,1,1024,19.00,48.00
630,November 19 2019 at 07:38AM,esp8266_readings,1,1024,19.00,48.00
631,November 19 2019 at 07:39AM,esp8266_readings,1,1024,19.00,48.00
632,November 19 2019 at 07:40AM,esp8266_readings,1,1021,19.00,48.00
633,November 19 2019 at 07:41AM,esp8266_readings,1,1021,19.00,48.00
634,November 19 2019 at 07:42AM,esp8266_readings,1,1020,19.00,48.00
635,November 19 2019 at 07:43AM,esp8266_readings,1,1020,19.00,48.00
636,November 19 2019 at 07:44AM,esp8266_readings,1,1020,19.00,48.00
637,November 19 2019 at 07:45AM,esp8266_readings,1,1018,19.00,48.00
638,November 19 2019 at 07:46AM,esp8266_readings,1,1020,19.00,48.00
639,November 19 2019 at 07:47AM,esp8266_readings,1,1020,19.00,48.00
640,November 19 2019 at 07:48AM,esp8266_readings,1,1020,19.00,48.00
641,November 19 2019 at 07:49AM,esp8266_readings,1,1021,19.00,48.00
642,November 19 2019 at 07:51AM,esp8266_readings,1,1021,19.00,48.00
643,November 19 2019 at 07:52AM,esp8266_readings,1,1021,19.00,48.00
644,November 19 2019 at 07:53AM,esp8266_readings,1,1020,19.00,48.00
645,November 19 2019 at 07:54AM,esp8266_readings,1,1020,19.00,48.00
646,November 19 2019 at 07:55AM,esp8266_readings,1,1018,19.00,48.00
647,November 19 2019 at 07:56AM,esp8266_readings,1,1015,19.00,47.00
648,November 19 2019 at 07:57AM,esp8266_readings,1,1014,19.00,48.00
649,November 19 2019 at 07:58AM,esp8266_readings,1,1014,19.00,48.00
650,November 19 2019 at 07:59AM,esp8266_readings,1,1014,19.00,48.00
651,November 19 2019 at 08:00AM,esp8266_readings,1,1014,19.00,48.00
652,November 19 2019 at 08:01AM,esp8266_readings,1,1011,19.00,48.00
653,November 19 2019 at 08:02AM,esp8266_readings,1,1014,19.00,48.00
654,November 19 2019 at 08:03AM,esp8266_readings,1,1017,19.00,48.00
655,November 19 2019 at 08:04AM,esp8266_readings,1,1015,19.00,48.00
656,November 19 2019 at 08:05AM,esp8266_readings,1,1014,19.00,48.00
657,November 19 2019 at 08:06AM,esp8266_readings,1,1012,19.00,48.00
658,November 19 2019 at 08:07AM,esp8266_readings,1,1014,19.00,47.00
659,November 19 2019 at 08:08AM,esp8266_readings,1,1015,19.00,48.00
660,November 19 2019 at 08:09AM,esp8266_readings,1,1017,19.00,48.00
661,November 19 2019 at 08:10AM,esp8266_readings,1,1018,19.00,48.00
662,November 19 2019 at 08:11AM,esp8266_readings,1,1018,19.00,48.00
663,November 19 2019 at 08:12AM,esp8266_readings,1,1017,19.00,48.00
664,November 19 2019 at 08:13AM,esp8266_readings,1,1017,19.00,48.00
665,November 19 2019 at 08:14AM,esp8266_readings,1,1014,19.00,48.00
666,November 19 2019 at 08:15AM,esp8266_readings,1,1010,19.00,48.00
